"name","label"
"sys_sync_preview_remote","Remote Version Comparison"
"sys_outbound_http_log0005","Outbound HTTP Log"
"v_st_sc_cat_item","Catalog Item(App Use)"
"cmdb_ci_appl_ora_notif_svr","Oracle Notification Server"
"command_has_parser","Automation Pipeline Command Parser"
"pa_text_keywords","Text Index Keywords"
"checkpoint_attribute_description","Checkpoint Attribute Description"
"sys_rest_message_fn_parameters","Variable Substitutions"
"sys_ui_section","Form Section"
"ts_c_20_1","Text Index for core_company"
"sys_transformer_namespace","Namespace"
"sys_cluster_message","Cluster Message"
"sysevent0006","Event"
"cmdb_ci_disk_partition","Disk Partition"
"cmdb_ci_docker_image","Docker Image"
"task_cmdb_ci_service","Impacted CIs"
"live_poll","Live Poll"
"discovery_probes_cim_query","CIM Query"
"sc_mobile_layout_cats_mtom","Classic Mobile Layout Categories"
"ts_c_17_3","Text Index for sqanda_comment"
"sys_report_users_groups","Report Users and Groups"
"sys_rollback_conflict","Rollback Conflict"
"m2m_sp_theme_js_include","JS Includes"
"sys_notification_execution0007","Notification Execution"
"cmdb_ci_storage_disk","Storage Disk"
"sysrule_escalate_history","Escalation History"
"oauth_requestor_profile","Oauth Requestor Profile"
"sn_publications_recipients_list","Recipients List"
"sc_multi_row_question_answer","Multi Row Question Answer"
"chg_soc_definition_style_rule","Style Rule"
"sys_calendar","Calendar"
"sys_rte_eb_operation_type","Robust Transform Engine Entity Operation Type"
"pa_diagnostic_log0002","Diagnostic Log"
"sp_search_source","Search Source"
"cmdb_ci_route_table","Route Table"
"cmdb_ci_appl_ora_report","Oracle Report Server"
"sys_outbound_http_log_level","Outbound HTTP Log Level"
"cmdb_ci_lb_backend_server","LB Backend Server"
"cmdb_ci_ip_firewall","IP Firewall"
"pa_job_logs","Job Log"
"clone_data_preserver","Clone Data Preserver"
"cmdb_ci_inf_software","Infrastructure Software"
"blacklisted_password","Blacklisted Password"
"sys_rte_eb_etl_field","ETL Entity field"
"sys_rte_eb_etl_definition","ETL Definition"
"cmdb_ci_ucs_blade","Cisco UCS Blade"
"cmdb_ci_config_file_tracked","Tracked Configuration file"
"cmdb_ci_win_cluster_node","Windows Cluster Node"
"wf_log0004","Workflow Log Entry"
"sys_rollback_log0004","Rollback Log"
"dsl","DML"
"cmdb_ci_ucs_chassis","Cisco UCS Chassis"
"pwd_enrollment","Password Reset Enrollment for Verification"
"vcenter_event","Vcenter Event"
"cmdb_switch_port","Switch Port"
"ua_instance_state","UA Instance Info"
"sla_offline_update","SLA Offline Update"
"cmdb_ci_vmware_nic","VMware Network Adapter"
"cmdb_consumable_model_lifecycle","Consumable Model Lifecycle"
"cmdb_m2m_suite_model","Software Suite"
"cmdb_ci_ip_switch","IP Switch"
"ts_c_20_7","Text Index for core_company"
"cmdb_ci_appl","Application"
"sys_record_transformer","Record Transformer"
"alm_m2m_stockroom_model","Stockroom Model"
"alm_user_stockroom","Default Stockroom"
"sys_push_notif_app_install","Push Notification Installation"
"expert_instance","Wizard Instance"
"sys_upgrade_state","Upgrade State"
"sys_public","Public Pages"
"sys_template","Template"
"sys_sg_browser_screen","Browser Screen"
"sys_sg_global_search","Global Search Configuration"
"ts_japanese_token_dictionary","Japanese User Token"
"sys_report_drill","Report Drillown"
"dscy_route_interface","Exit Interface Routing Rule"
"cmdb_alias","CI Alias"
"trend_recommendation","Trend Recommendation"
"agent_assist_recommendation","Agent Assist Recommendation"
"cmdb_ci_db_ora_instance","Oracle Instance"
"oauth_entity_profile_verification","Oauth Entity Profile Verification"
"pa_bucket_groups","Bucket group"
"sys_repo_stash","Source Control Stash"
"cmdb_ie_log","Identification Engine Log"
"sys_user_group","Group"
"sys_rte_eb_split_operation","Robust Transform Engine Entity Split Operation"
"cmdb_ci_db_mssql_instance","MSFT SQL Instance"
"cmn_map_marker_click_action","Map Marker Click Action"
"sc_cat_item_producer_service","Service"
"wf_history_scratchpad","Workflow Activity History Scratchpad"
"sys_hub_step_instance","Step Instance"
"cmdb_ci_resource_group","Resource Group"
"wf_log0001","Workflow Log Entry"
"sp_page_title_variable","Dynamic page title variables"
"cmdb_ci_directory_ha","HA Proxy"
"cmdb_ci_group","Group"
"sys_outbound_http_log_blacklist","Outbound HTTP Log Domain Blacklist"
"sys_jelly_file","Jelly Script File"
"ip_address_list","IP Address List"
"cmdb_ci_app_server_java","JavaServer"
"roster_schedule_span","Roster Schedule Entry"
"ts_c_19_3","Text Index for sys_user_group"
"cmdb_ci_app_server_vendavo","Vendavo Application Server"
"import_log0004","Import Log"
"contract_rel_group","Contract group"
"sys_processor","Processor"
"ts_c_12_0","Text Index for kb_knowledge_base"
"cmdb_ci_endpoint_xenapp_comp","XenApp or Presentation Server Components Endpoint"
"ts_c_22_7","Text Index for kb_social_qa_comment"
"cmdb_ci_app_server_datapower","Data Power"
"dscy_router_interface","Router Interface"
"wf_log0007","Workflow Log Entry"
"sys_push_notif_msg_attr_def","Push Message Attribute Definition"
"asmt_metric","Assessment Metric"
"sn_bm_common_indicator","Benchmark Indicator"
"cmdb_ci_mpio_pool_group","Multipath IO Pool Group"
"sys_js_breakpoint","Javascript Breakpoints"
"live_favorite","Live Favorite"
"cmdb_ci_appl_citrix_app","Citrix Application Icon"
"sla_breakdown_definition_field","SLA Breakdown Definition Field"
"sys_update_cm","Update Set Collisions Map"
"sys_properties","System Property"
"wf_element_definition","Workflow Element Definition"
"sys_watermark","Email Watermark"
"cmdb_ci_appl_vign_content_svr","Vignette Content Management Server"
"sys_email_attachment","Email Attachment"
"sys_metadata_delete","Deleted Application File"
"cmdb_ci_lb_f5_ltm","F5 BigIP LTM"
"cmdb_fixup","Name Fixups"
"node_log_download_info","Node Log Download Information"
"sys_update_diff","Update Comparison"
"oidc_token_verification","Oidc Token Verification"
"cmdb_ci_hub_network","Hub Hardware"
"cmdb_ci_endpoint_agility","Agility Endpoint"
"sc_category_company_no_mtom","Not Available for Companies"
"gcf_definition_collection","Gcf Definition Collection"
"ua_entitlement","Entitlement"
"ts_v4_13_7","Text Index for kb_social_qa_question"
"clm_contract_history","Contract History"
"pa_diagnostic_log0003","Diagnostic Log"
"sla_repair_log_entry0007","SLA Repair Log Entry"
"cmdb_ci_endpoint_sap","SAP Application Server Endpoint"
"license_itom_ci_su_ratio","ITOM CI subscription unit ratio"
"statemgmt_renew_lease_task","Renew Lease Task"
"sys_mobile_devices","Mobile Devices"
"sys_script_pattern","Slow Scripts"
"v_iostats","v_iostats"
"catalog_ui_policy","Catalog UI Policy"
"instance","ServiceNow Instance"
"clone_instance","Instance Clone"
"sys_stage_storage_alias","Staged Storage Column Alias"
"sys_query_performance_test_result","Query Performance Test Results"
"sys_ui_script","UI Script"
"cmdb_ci_veritas_plex","Veritas Plex"
"clone_log0004","Clone Log"
"cmdb_metadata_containment","CMDB Metadata Containment Rules"
"automation_pipeline_command","Command"
"ua_app_metadata","Application Metadata"
"sys_soap_message_parameters","Variable Substitutions"
"sys_sg_navigation_tab_map","Navigation Tab Map"
"cmdb_ci_vmware_template","VMware Virtual Machine Template"
"sp_js_include","JS Include"
"sys_declarative_action_assignment","Action Assignment"
"sys_notification_execution0004","Notification Execution"
"cmdb_ci_ucs_rack_unit","Cisco UCS Rack Mount Unit"
"cmdb_ci_printer","Printer"
"sys_rollback_log0007","Rollback Log"
"asmt_metric_definition","Assessment Metric Definition"
"cmdb_ci_appl_doc_brava_proc","Documentum Brava Job Processor"
"ecc_agent_script","MID Server Script"
"sys_ui_recent_selection","Recent Selection"
"cmdb_ci_endpoint_crm","CRM Component Endpoint"
"kb_social_qa_comment","Social Q&A Comment"
"cmdb_ci_exchange_frontend","ExchangeFrontEndServer"
"ts_c_1_7","Text Index for cmdb_ci_outage"
"sc_script_order_guide_failure","Scriptable Order Guide Failures"
"sla_breakdown_definition","SLA Breakdown Definition"
"sa_entry_point_ui_card","Service entry point UI card"
"sys_properties_category","System Property Category"
"sys_sg_form_segment","Form Screen Segment"
"sys_sg_request_log","Request log"
"sys_report_mpivot_rule","Multilevel Pivot Rule"
"cmdb_ci_nas_storage","NAS Storage"
"ts_c_23_7","Text Index for sqanda_question"
"cmdb_ci_endpoint_oracle_rac","Oracle RAC DB Endpoint"
"sp_widget","Widget"
"ecc_agent_log","MID Server Log"
"mtg_agenda_item","Meeting Agenda Item"
"mtg_meeting","Meeting"
"provider_auth","Provider Auth"
"sc_cat_item_company_no_mtom","Not Available for Companies"
"syslog_client_trans_det0002","Client Transaction Detailed Log Entry"
"cmdb_qb_result_base$par1","CMDB Qb Result Base$par1"
"sys_cal_day","Day"
"sys_job","Sys Job"
"sys_rte_eb_min_max_operation","Robust Transform Engine Entity Min/Max Operation"
"cmdb_ci_storage_eff_template","Storage Efficiency Template"
"cmdb_health_scorecard_group","CMDB Group Health Scorecard"
"cmdb_ci_lb_modproxy","ModProxy Load Balancer"
"catalog_category_request_user","Catalog Category Request User"
"catalog_category_request","Catalog Category Request"
"cmdb_ire_data_source_rule","IRE Data Source Rule"
"cmdb_ci_endpoint_xenapp","XenApp or Presentation Server Endpoint"
"cmdb_ci_cluster_vm_affinity_rule","Cluster VM Affinity Rule Info"
"sqanda_question","Question"
"sys_outbound_http_log","Outbound HTTP Log"
"cmdb_ci_datapower_server","Data Power Hosting Server"
"metadata_clone","Metadata Conversion"
"pa_favorites","Pa Favorites"
"pa_scripts","Script"
"sys_rte_eb_etl_entity","ETL Entity"
"cmdb_ci_appl_sap","SAP Application"
"discovery_log0004","Discovery Log"
"proposed_change_verification_log0004","Proposed Change Verification Log"
"syslog_app_scope0004","App Log Entry"
"cmdb_ci_vcenter","VMware vCenter Instance"
"svc_extension_variable","Deployment Extension Variables"
"sa_notification","Discovered Service Notification"
"sys_ui_action_role","UI Action Role"
"sys_sg_navigation","Navigation"
"sys_sg_applet_launcher_tab","Applet Launcher Tab"
"cmdb_ci_cluster_node_resource","Cluster Node Resource"
"ts_c_20_4","Text Index for core_company"
"sys_ui_policy_rl_action","UI Policy Related List Action"
"cmdb_ci_endpoint_app_storage","Application To Storage Endpoint"
"statemgmt_not_allow_actions","Not Allowed CI Actions"
"syslog_email0007","Email Log Entry"
"cmdb_ci_docker_local_image","Docker Local Image"
"sys_service_app_log","Service App Log"
"cmdb_ci_apic_host","Apic Host"
"sla_condition_class","SLA Conditions"
"sla_definition_sla_breakdown","SLA Breakdown Definition to SLA Definition relation"
"cmdb_ci_epic_cache","epic cache"
"cmdb_outage_ci_mtom","Affected CIs"
"scan_log0000","Scan Log Entry"
"sys_report_source","Report Source"
"cmdb_ci_endpoint_subnet","Subnet Endpoint"
"sc_ic_req_item_task_defn","Task Definition (Requested Item)"
"sys_flow_trigger","Trigger"
"sys_recipient_qualifier","Recipient Qualifier"
"cmdb_ci_appl_sharepoint","SharePoint"
"cmdb_ci_appl_biztalk_orch","BizTalk Orchestration"
"ua_cust_tbl_entitlement","Custom Table Entitlement"
"license_ih_protocol","IH Protocol"
"sys_metadata_delete_reference","Deleted File Reference"
"ecc_agent_script_include","MID Server Script Include"
"vtb_lane","Visual Task Board Lane"
"vtb_card_history","Visual Task Board Card History"
"pa_managed_sources","Managed Source"
"pa_m2m_indicator_notification_users","Indicator Notification User"
"ts_c_5_5","Text Index for cmn_location"
"syslog_transaction","Transaction Log Entry"
"cmdb_ci_cloud_key_pair","Cloud Key Pair"
"syslog_client_trans_det0004","Client Transaction Detailed Log Entry"
"vendor_type","Vendor Type"
"cmn_building","Building"
"sys_scope_table_access","Scope Table Access"
"gsw_content_information","Guided Setup Information"
"ts_v4_21_4","Text Index for sc_cat_item"
"cmdb_ci_cluster_node","Cluster Node"
"sc_ic_aprvl_defn_staging","Approval"
"interaction_json_blob","JSON Blob"
"cmdb_ci_cluster","Cluster"
"cmdb_ci_kvm_storage_volume","KVM Storage Volume"
"aw_record_type_selector","Workspace Record Types Selector"
"ecc_agent_ext_jar","MID Server Extension JAR File"
"ip_service_affinity","IP Service Affinity"
"automation_pipeline_filter_table_column","Pipeline Filter: Table Column"
"cxs_fltr_condition","Filter Condition"
"cxs_rp_fltr_condition","Filter Condition"
"ts_v4_14_8","Text Index for sys_user"
"sys_rte_eb_to_boolean_operation","Robust Transform Engine Entity Convert to Boolean Operation"
"ast_usage","Software Usage"
"ts_c_16_8","Text Index for sys_metadata"
"wf_activity_definition","Workflow Activity Definition"
"wf_versionable","Version"
"syslog0002","Log Entry"
"sys_ws_operation","Scripted REST Resource"
"cmdb_printer_instance","Printer Instance"
"pwd_active_answer","Password Reset Active Answer"
"sys_custom_db_object","Custom DB Objects"
"scan_check","Check"
"v_logfiles","Node Log"
"content_block","Content Block"
"live_tag","Live Tag"
"v_customer_uploads","Customer Uploads"
"fx_configuration","FX Currency Configuration"
"calendars_for_package","Calendars For Package"
"business_calendar_filter_option","Business Calendar Filter Option"
"cmdb_software_instance","Software Instance"
"cmdb_ci_cloud_directory","Cloud Directory"
"sys_rw_action","Responders"
"sysevent0001","Event"
"pwd_device","Password Reset Devices"
"sn_bm_client_region","Region"
"ts_configuration","Text Index Configuration"
"v_metadata_delete_order","Deleted Application File Order"
"ts_c_6_1","Text Index for live_message"
"sys_querystat","Slow SQL Statements"
"sys_script","Business Rule"
"sys_ux_lib_presource","UX Component Prefetched Resource"
"ts_c_22_8","Text Index for kb_social_qa_comment"
"sysauto_report","Scheduled Email of Report"
"sp_theme","Theme"
"sys_declarative_action_model_definition","Action Model Definition"
"sys_semaphore","Semaphore"
"db_image","Images"
"cmdb_class_info","CMDB Class Information"
"attachment_extractor","Attachment Extractor"
"jrobin_database","Jrobin Database"
"cmdb_ci_endpoint_rfc","RFC Endpoint"
"cmdb_ci_endpoint_tibco_hawk","Tibco Hawk Endpoint"
"ts_c_11_0","Text Index for task"
"ts_v4_13_1","Text Index for kb_social_qa_question"
"sys_sg_button_instance_carried_param_map","Function Instance carried param mapping"
"cmdb_ci_app_server_tomcat","Tomcat"
"cmdb_ci_appl_ms_dynamic_crm","Dynamic CRM Component"
"widget_navigation","On-click behavior"
"sys_rest_message_fn","HTTP Method"
"cmdb_ci_lb_modjk","Modjk Load Balancer"
"sys_app","Custom Application"
"cmdb_ci_customization_spec","Customization Spec"
"recommended_field_remediation","Recommended Field Remediation"
"auth_algorithm","Auth Algorithm"
"cmdb_ci_appl_peoplesoft","Peoplesoft Application Server"
"sys_product_help_section","Help Section"
"sc_cat_item_user_no_mtom","Not Available for Users"
"pa_breakdowns","Breakdown"
"sa_notification0004","Discovered Service Notification"
"sys_rte_eb_copy_operation","Robust Transform Engine Entity Copy Operation"
"itil_agreement_reports","SLA/OLA Reports"
"chg_mgt_worker","Change Management Worker"
"ecc_event_handler","Event Handler"
"sys_export_set_log0002","Export Log"
"sp_rel_widget_clone","Widget Clone"
"sys_email_layout","Email Layout"
"sys_ws_version","Scripted REST Version"
"pwd_verification_type","Password Reset Verification Type"
"ngbsm_view","Map View"
"sys_ui_home_favorite","Home Favorites"
"cmdb_ip_address_pool","IP Address Pool"
"appsec_isc_banner_configuration","ISC Banner Configuration"
"appsec_domain_listing","Untrusted And Trusted Domain"
"sc_cart_item","Item"
"sc_cat_item_app_user","Approving Users"
"sys_package","Package"
"ua_shared_service","Shared UA Service"
"ua_sp_logouts","Service Portal Logouts"
"fx_conversion_rate","Currency Conversion Rate"
"fx_system_rate","System Currency Conversion Rate"
"cmdb_ci_lb_isa","ISA Server"
"cmdb_ci_san_zone_set","SAN Zone Set"
"sys_record_transformer_rule","Record Transformer Rule"
"alm_transfer_order_line","Transfer Order Line"
"sys_amb_processor","AMB Message Processor"
"cmdb_health_result_group_map","CMDB Health Result Group Mapping"
"dl_problem_priority","Problem Priority Data Lookup"
"ecc_agent_capability_value_test","MID Server Capability Value Test"
"ups_alarm","UPS Alarm"
"svc_model_checkpoint_attr","Service Model Checkpoint Attributes"
"ts_c_12_2","Text Index for kb_knowledge_base"
"cmdb_ci_exchange_mailbox","Exchange MailBox"
"sys_atf_test_result","Test Results"
"sys_notification_execution0005","Notification Execution"
"alm_license","Software License"
"kb_social_qa_question","Social Q&A Question"
"qb_query_status","Query Status"
"sg_studio_layout_pattern","Mobile Studio Layout Pattern"
"ts_c_4_8","Text Index for appsec_domain_listing"
"ts_c_11_1","Text Index for task"
"sys_update_xml","Customer Update"
"sys_sg_related_lists_screen","Related lists screen"
"ts_v_synonym_term_to_synset","Synonym Term to Synset Mapping"
"sys_embedded_tour_guide","Guided Tour"
"cmdb_ci_lb_a10","A10 Load Balancer"
"gsw_change_log","Guided Setup Change Log"
"ts_v4_21_6","Text Index for sc_cat_item"
"cmdb_ci_db_mssql_reporting","SQL Server Reporting Services"
"cmdb_ci_endpoint_mysql_server","MySQL Server Endpoint"
"sp_row","Row"
"label_table","Label Table"
"cmdb_ci_endpoint_tibco_file","Tibco File Listener Endpoint"
"cmdb_ci_solaris_instance","Solaris Virtual Machine Instance"
"kb_navons","Knowledge Nav-ons"
"sys_product_help","Help"
"cmdb_ci_hyper_v_network","Hyper-V Virtual Network"
"ts_c_8_4","Text Index for std_change_producer_version"
"itil_agreement_support","SLA/OLA Business Owners"
"reminder","Reminder"
"itil_appointment","Appointment"
"sys_decision","Decision Table"
"fm_expense_line","Expense Line"
"asmt_assessable_record","Assessable Record"
"sys_ui_mobile_visualization","Mobile Visualization"
"sys_stacktrace_pattern","Stacktraces"
"cmdb_ci_ip_service","IP Service Instance"
"discovery_probe_capability_m2m","Probe Capability"
"cmdb_ci_hyper_v_rpool_comp","Hyper-V Resource Pool Component"
"cxs_ui_action_config","Search Action Configuration"
"cxs_rel_doc_detail","Relevant Document Detail"
"svc_model_checkpoint_dep","Service Model Checkpoint Dependency"
"cmdb_ci_apic_tenant","Apic Tenant"
"cmdb_ci_endpoint_sim_flow","Simulation Endpoint"
"ast_software_license","Software License"
"sys_on_call_group_template","On-Call Group Template"
"cmdb_ci_endpoint_wmb_flow","WMB Flow EP"
"business_calendar","Business Calendar"
"sys_notification_execution0000","Notification Execution"
"cmdb_ci_san_zone_alias","SAN Zone Alias"
"release_phase","Release Phase"
"sn_bm_client_recommendation_eval","Recommendation Evaluation"
"sn_bm_client_activity","Benchmark Activity"
"cmn_schedule_blackout","Blackout Schedule"
"ts_c_1_2","Text Index for cmdb_ci_outage"
"pa_m2m_widget_indicators","Breakdown Widget Indicator"
"v_metadata_descendant","File Descendant"
"cmdb_ci_endpoint_xenapp_citrx","Citrix StoreFront App Icon Inc"
"sys_ux_lib_component_prop","Component Property"
"sysrule_assignment","Assignment Rule"
"sys_atf_remembered_values","Remembered Value"
"cmdb_ci_netgear","Network Gear"
"sys_workspace_declarative_action_exclusion","Action Exclusion"
"alm_stockroom","Stockroom"
"cmdb_ci_directory_ad_forest","AD Forest"
"ecc_agent_ext_context_vcenter","vCenter Event Collector Context"
"cmdb_ci_cloud_messaging_service","Cloud Messaging Service"
"cmdb_ci_qualifier_manual_connection","Manual Connection Qualifier"
"sc_category_user_mtom","Available for Users"
"jrobin_archive","Round Robin Archive"
"jrobin_graph_set_member","Member"
"cmdb_ci_sa_launch_config","Server Array Launch Configuration"
"sys_user_grmember","Group Member"
"ts_v4_18_0","Text Index for kb_knowledge"
"cmdb_ci_ats_power_eq","Automatic Transfer Switch"
"sp_css_include","CSS Include"
"cmdb_ci_directory_iifp","IIFP"
"asmt_decision_matrix","Decision Matrix"
"license_has_user_set","User Sets for subscriptions"
"sn_bm_common_indicator_category","Benchmark Indicator Category"
"kb_feedback","Knowledge Feedback"
"cxs_table_fltr_condition","Filter Condition"
"sys_performance_event_type","Performance Event Type"
"sys_rte_eb_trim_operation","Robust Transform Engine Entity Trim Operation"
"cmdb_ci_server_snapshot","Server Snapshot"
"ast_license_symantec","Symantec Software License"
"cmdb_ci_facility_hardware","Facility Hardware"
"cmdb_ci_appl_citrix_collector","Citrix Collector"
"sys_hub_action_input","Action Inputs"
"sp_ng_template","Angular ng-template"
"ecc_queue0002","Queue"
"sqanda_tag_entry","Many-to-many tagged object"
"sqanda_vote","Vote"
"pwd_verification","Password Reset Verification"
"scan_finding","Scan Finding"
"cmdb_ci_snat_ip_pool","SNAT IP Pool"
"kb_social_qa_view","Social Q&A View"
"live_group_profile","Live Group Profile"
"ha_connectivity_test","Connectivity Test"
"clone_profile_cleanup_scripts","Clone Profile Cleanup Scripts"
"v_mysql_variables","v_mysql_variables"
"sys_map_adapter_rule","Map Adapter Rule"
"asset_job_log","Asset Job Log"
"syslog0005","Log Entry"
"cmdb_ci_network_template","Network Template"
"ldap_server_url","LDAP Server URL"
"cmdb_ci_lb_cisco_csm","Cisco CSM"
"cmdb_ci_endpoint_sap_app","SAP APP Endpoint"
"expert_panel_c_item","Orderable Items"
"cmdb_related","Direct Relationships"
"sys_ux_page_action_binding","Action Binding"
"ts_c_20_8","Text Index for core_company"
"syslog_cancellation0001","Transaction Cancellation Log Entry"
"sys_declarative_action_model_field","Action Model Field"
"asset_content_audit","Content Audit"
"ts_query_kb","Knowledge Searches"
"cmdb_ci_logical_datacenter","Logical Datacenter"
"sys_ui_theme","Theme"
"expert","Wizard"
"risk_conditions","Risk Conditions"
"jrobin_graph_set","Round Robin Graph Set"
"cmdb_ci_pdu_outlet","Outlet"
"sysevent","Event"
"cmdb_ci_veritas_subdisk","Veritas Subdisk"
"cmn_map_item","Map Item"
"pc_software_cat_item","Software Catalog"
"cmdb_ci_appl_fastsearch","Fast Search"
"import_log0000","Import Log"
"task_cost_center","Cost centers affected"
"cmdb_ci_hyper_v_object","Hyper-V Object"
"cmdb_ci_iisdirectory","IIS Virtual Directory"
"pwd_user_lockout","Password Reset Blocked Users"
"cmdb_ci_appl_tibco_queue","EMS Queue"
"cmdb_ci_vm_parallels","Parallels"
"sys_execution_plan","Hierarchical scheduled import execution plan"
"cxs_ui_config_base","Base UI Configuration"
"cmdb_ci_lb_appl","Load Balancer Application"
"pa_diagnostic_log0005","Diagnostic Log"
"pa_diagnostic_log0006","Diagnostic Log"
"stage_set_entry","Stage Set Entry"
"sys_highlighted_value","Highlighted Value"
"sys_notif_subscription","Notification Subscription"
"ecc_queue0004","Queue"
"cmdb_ci_wan_accel_network","WAN Accelerator"
"pwd_cred_store","Password Reset Credential Store"
"v_st_sc_category","Category Hierarchy(App Use)"
"sys_remote_app","Remote Application"
"scan_column_type_check","Column Type Check"
"cmdb_ci_endpoint_obj_cms_srv","Business Objects CMS Server Endpoint"
"vctr_evt_vctr_ext_cx_m2m","vCenter Event vCenter Extension Context"
"svc_model_obj_constraint","Service Model Constraint"
"svc_security_cfg","Base Service Security Membership"
"svc_security_membership","Service Security Membership"
"ts_c_9_6","Text Index for sc_ic_category_request"
"plan_execution","Plan Execution"
"sys_sg_applet_launcher_header","Header Title"
"cmdb_rel_user_type","CI/User Relationship Type"
"cmdb_ci_appl_ora_pm","Oracle Process Manager"
"sys_record_transformer_out_of_band_rule","Out-Of-Band Record Transformer Rule"
"cmdb_ci_epic_agent","epic agent"
"sys_notification_execution0001","Notification Execution"
"alm_transfer_order_line_subtask","Transfer Order Line Subtask"
"sys_export_set_log0005","Export Log"
"cmdb_ci_endpoint_vpg","Virtual Private Gateway Endpoint"
"cmdb_ci_oslv_local_image","Operating-system-level Virtualization Local Image"
"cmdb_inst_recommendation_state","CMDB Integration Studio Recommendation State"
"sn_bm_client_recommendation","Recommendation"
"cmdb_ci_endpoint_ms_sql_server","MS SQL Server Endpoint"
"ar_sys_push_notification","Archive Push Notification"
"sc_item_variables_task","Variables"
"ts_c_12_3","Text Index for kb_knowledge_base"
"sys_ux_page_action","UX Page Action Registry"
"sys_atf_test_suite","Test Suite"
"sys_aw_list_attribute","Workspace List Attribute"
"v_ws_creator","Create Web Service"
"v_ws_field_editor","Edit Web Service Field"
"cmdb_ci_computer","Computer"
"cmdb_ci_lb_vlan","Load Balancer VLAN"
"sys_history_set","Record History"
"cmdb_health_staleness_rule","CMDB Health Staleness Rule"
"asmt_metric_result","Metric Result"
"pa_installed_content","Installed Metadata"
"ts_group","Text Search Groups"
"cmdb_ci_ip_address","IP Address"
"ssh_private_key_credentials","Ssh Private Key Credentials"
"ts_c_11_2","Text Index for task"
"cmdb_ci_endpoint_biztalk_orch","BizTalk Inclusion"
"ts_v4_18_1","Text Index for kb_knowledge"
"ts_v4_21_9","Text Index for sc_cat_item"
"syslog_cancellation0007","Transaction Cancellation Log Entry"
"cmn_notif_device_variable","Notification Device Variable"
"sys_user_license_exclude","Excluded Users"
"ecc_agent_config","MID Server Configuration Parameter"
"sys_ui_bookmark","Bookmark"
"sys_api_stats_whitelist","API Transactions Stats Whitelist"
"sys_aw_master_config","Workspace"
"sys_aw_renderer_type","Workspace Renderer Type"
"sys_web_service_output","Output Parameter"
"ts_c_2_8","Text Index for core_country"
"cxs_res_context_config_prop","Search Resource Context Property"
"pa_scores","Score"
"ts_c_8_5","Text Index for std_change_producer_version"
"sa_notification0005","Discovered Service Notification"
"clm_terms_and_conditions","Terms and Conditions"
"sys_user_role_contains","Contained Role"
"sys_audit_role","Audit Roles"
"sys_flow_cat_variable","Flow catalog variable"
"discovery_log0002","Discovery Log"
"wf_executing","Workflow Executing Activity"
"strategic_objective","Strategic Objective"
"business_unit","Business Unit"
"ecc_queue0006","Queue"
"cmdb_ci_oslv_image_tag","Operating-system-level Virtualization Image Tag"
"cmdb_rel_person","People Relationship"
"cmdb_ci_appl_ca_dir_server","CA eTrust Directory Server"
"sys_ui_mobile_home_page_section","Mobile Home Page Section"
"ecc_agent_privileged_command_m2m","Privileged Command to Mid"
"sc_catalog_site","Catalog Site"
"ts_c_9_5","Text Index for sc_ic_category_request"
"ua_app_usage","Usage Data for Applications"
"sys_relationship","Relationship"
"cmdb_ci_db_catalog","Database Catalog"
"sc_cat_item_delivery_task","Execution Plan Task"
"sys_time_zone_conversion_adapter_rule","Time Zone Conversion Adapter Rule"
"sys_push_platform","Push Platform"
"cmdb_ci_vpn_connection","VPN Connection"
"cmdb_ci_os_template","Image"
"sys_ui_extension_point","UI Extension Point"
"ts_c_6_6","Text Index for live_message"
"sys_upgrade_manifest","Upgrade Manifest"
"sys_node_upgrade_history","Node Upgrade History"
"cmdb_peer","Peer Relationships"
"sys_sg_theme_style","Theme Style"
"cmdb_ci_exchange_mailbox_server","Exchange Mailbox Server"
"sys_db_view","Database View"
"v_atf_mutually_exclusive_test","Mutually Exclusive Test"
"sys_aw_my_list","My Workspace List"
"ts_c_23_1","Text Index for sqanda_question"
"sys_rollback_blacklisted","Blacklisted Rollback Operation"
"temp_cmdb_ci_storage_port","Temp Storage Port"
"sys_email_client_template","Email Client Template"
"cmdb_ci_endpoint_remote_tcp","Remote TCP Cross-memory Endpoint"
"cmdb_class_relationships","Relationships between CMDB Classes"
"asmt_category_result","Assessment Category Result"
"sys_archive_run","Archive Run"
"sys_notification_channel","Notification Channel"
"vcenter_datastore_hostmount","VMware Datastore HostMount"
"cmdb_instance_run_history","Instance Run History"
"sc_cat_item_guide_items","Rule"
"cmdb_ci_patches","Patch"
"cmdb_ci_appl_ora_fs","Oracle Fulfillment Server"
"cmdb_ci_endpoint_mq_flow","MQ Flow Endpoint"
"sysrule_view","View Rule"
"cmdb_ci_endpoint_ems_jndi","EMS JNDI Endpoint"
"wf_condition_default","Condition default"
"ts_v4_18_3","Text Index for kb_knowledge"
"sys_plugin_log","Plugin Activation Log"
"sys_script_email","Email Script"
"cmdb_ci_endpoint_acl","ACL Endpoint"
"scheduled_import_set","Scheduled Data Import"
"license_details","Subscription"
"cmdb_ci_storage_device","Storage Device"
"cmdb_ci_appl_connectit","Connect-It Service"
"chg_policy_action","Change Policy Action"
"sys_user_has_role","User Role"
"sys_security_acl_role","Access Roles"
"sys_atf_parameter_variable","Parameter Variable"
"sys_hub_action_instance","Action Instance"
"syslog0003","Log Entry"
