"name","label"
"sys_ui_mobile_home_page_collection","Mobile Home Page Collection"
"appsec_security_dashboard_event_logs","Security Dashboard Event Logs"
"live_table_notification","Live Table Notification"
"sc_cat_item_catalog","Catalog Items Catalog"
"cmdb_ci_lb_service","Load Balancer Service"
"cmdb_ci_lb_listener","Load Balancer Listener"
"sys_task_number_adapter_rule","Task Number Adapter Rule"
"cmdb_ci_vcenter_datastore","VMware vCenter Datastore"
"cmdb_ci_appl_ora_oafm","Oracle OAFM Server"
"sn_dependentclient_plugin","App Dependency Client Plugin Details"
"sn_dependentclient_app_plugin_map","App Dependency Client App Plugin Mapping"
"svc_security_persona_cont","Service Security Contained Personas"
"sys_sg_grouped_input","Grouped Input"
"sys_embedded_help_qualifier","Embedded Help Qualifier"
"sys_ux_children_layout","UX Children Layout"
"cert_audit","Audit"
"cmdb_ci_application_cluster","Application Cluster"
"ecc_agent_script_param","MID Server Script parameter"
"jwt_provider","Jwt Provider"
"sys_notification_provider_property","Notification Provider Property"
"cmdb_ci_appl_ora_tnslsnr","Oracle TNS Listener Engine"
"config_automation_object","Configuration Automation Object"
"vmware_folder_type","Vmware Folder Type"
"expert_banner_step","Banner Step"
"cmdb_ci_endpoint_ad_service_in","AD Service inc"
"sc_cat_item_dept_no_mtom","Not Available for Departments"
"cmdb_ci_app_server_hp_ucmdb","HP uCMDB"
"sc_ic_aprvl_type_defn","Approval Type Definition"
"sys_hub_trigger_output","Trigger Flow Connector"
"sys_dashboard_detail","Dashboard Placement"
"cmdb_ci_generator_power_eq","Power Generator"
"syslog_transaction0004","Transaction Log Entry"
"sys_embed_object","Embed Object"
"cab_definition","Cab Definition"
"sysevent_pattern","Slow Event"
"sys_import_set","Sys Import Set"
"ts_c_2_6","Text Index for core_country"
"pa_snapshots","Snapshot"
"sys_security_obj_oper","Object Operation"
"pa_job_log_rows0004","Job Log Row"
"proposed_change_verification_rules","Proposed Change Verification Rules"
"pwd_enrollment_snapshot","Password Reset Enrollment Snapshot"
"pwd_dvc_enrollment_code","Password Reset Device Enrollment Code"
"cmdb_ci_endpoint_sharepoint_service","SharePoint Service EP"
"content_block_detail","Detailed Content"
"draft_document","Draft Document"
"ea_azure_credentials","Azure Enterprise Agreement Credentials"
"cmdb_ci_app_server_domino","Domino"
"pa_dimensions","Breakdown Source"
"cmdb_ci_network","Cloud Network"
"svc_traversal_rules","Traversal Rules for Application Services"
"sys_ui_form_section","Form Section"
"licensing_exclusion","Licensing Exclusion"
"sys_search_result_clicked","Search Result Clicked"
"sysevent0005","Event"
"cmdb_ci_pc_hardware","Personal Computer"
"automation_pipeline_parser","Parser"
"pa_indicator_breakdowns","Indicator Breakdown"
"cmdb_metadata_reference","CMDB Metadata Reference Rules"
"ts_c_12_4","Text Index for kb_knowledge_base"
"sys_sg_item_stream_m2m_segment","Item Stream M2M Segment"
"ts_v4_14_df","Text Index Doc Freq for sys_user"
"sys_ux_children_slot","Children Slot"
"sys_atf_test","Test"
"sys_atf_schedule","Suite Schedule"
"sp_instance","Instance"
"sys_object_source","Source"
"checklist_template","Checklist Template"
"cmdb_tcp","TCP Connection"
"expert_panel_template","Record Generator"
"sys_text_snippet","Text Snippets"
"sc_item_option_mtom","Variable Ownership"
"jrobin_shard","Jrobin Shard"
"sys_update_log","Rollback Log"
"cmdb_ci_database","Database"
"sys_sg_relationship_data_item","Relationship Data Item"
"cmdb_ci_endpoint_docbase","DocBase Connection Endpoint"
"sysevent_email_action","Notification"
"sysevent_email_template","Email Template"
"cmdb_ip_address_dns_name","IP Address to DNS Name"
"wf_category","Workflow Coverage Category"
"cmdb_ci_monitoring_hardware","Monitoring Equipment"
"sys_ui_navigator_history","Navigator History"
"connection_attributes","Connection Attributes"
"pa_text_indexes","Performance Analytics Text Index"
"ts_c_8_9","Text Index for std_change_producer_version"
"ts_c_19_1","Text Index for sys_user_group"
"sys_rate_limit_rules","Rate Limit Rules"
"sysrule_view_workspace","Workspace View Rule"
"sys_auth_profile","Authentication Configuration"
"sys_rest_message_headers","HTTP Headers"
"cmdb_ci_endpoint_mysql_slave","MySQL Slave Server Endpoint"
"cmdb_ci_qualifier_external_connection","External Connection Qualifier"
"cmdb_ci_firewall_network","Firewall Hardware"
"sc_category_user_criteria_no_mtom","Category Not Available for"
"svc_security_persona_ops","Service Security Persona Operations"
"contract_sla","SLA Definition"
"sla_async_queue","SLA Async Queue"
"cmdb_hardware_product_model","Hardware Model"
"cmdb_ci_endpoint_db2sql","DB2 UDB Endpoint"
"cmdb_ire_partial_payloads","CMDB Ire Partial Payloads"
"cmdb_group_contains_encoded_query","CMDB Group Contains Encoded Query"
"sys_flow_step_definition_output","Action Step Definition Output"
"sys_conditional_adapter_rule","Conditional Adapter Rule"
"sys_notification_execution0003","Notification Execution"
"syslog0007","Log Entry"
"asmt_assessment_instance_question","Assessment Instance Question"
"cmdb_ci_san_fabric","SAN Fabric"
"cmdb_ci_vcenter_dv_port_group","VMware Distributed Virtual Port Group"
"sn_devstudio_studio_preferences","Studio Preferences"
"cmdb_ci_print_queue","Print Queue"
"cmdb_ci_subnet","Cloud Mgmt Subnet"
"sc_cat_item_children","Child"
"sc_category_location_no_mtom","Not Available for Locations"
"cmdb_ci_db_mssql_integration","SQL Server Integration Services"
"ts_c_12_5","Text Index for kb_knowledge_base"
"ts_c_17_5","Text Index for sqanda_comment"
"cmdb_ci_endpoint_sap_bo_servers","SAP BO Servers"
"sp_instance_menu","Instance with Menu"
"sys_ui_context_menu","Context Menu"
"asmt_metric_type","Assessment Metric Type"
"sys_illegal_package","Illegal Package Call"
"vtb_board_member","Board Member (Board to Users)"
"expert_panel_knowledge","KB Viewer"
"sc_layout_ui_macro_mtom","Widget/View Macros"
"cmdb_ci_linux_server","Linux Server"
"statemgmt_ops_state","Internal Operational State"
"ts_c_11_7","Text Index for task"
"sys_sg_activity_stream_screen","Activity Stream Screen"
"sysevent_script_action","Script Action"
"cmn_rota_esc_step_def","Shift Escalation Step Definition"
"cmdb_ci_appl_weblogicmodule","Weblogic Module Server"
"cmdb_ci_web_application","Web Application"
"sys_hub_event","Events"
"cmdb_ci_app_server_websphere","IBM Websphere"
"sys_api_stats_script","API Stats Scheduled Script Execution"
"cmdb_ci_db_mssql_catalog","MSFT SQL Catalog"
"sys_query_index_hint","Index Hint Rewrite"
"sys_term_config","Term Configuration"
"sys_retry_policy","Retry Policy"
"basic_auth_credentials","Basic Auth Credentials"
"cxs_searcher_config","Searcher"
"cxs_search_res_config","Search Resource"
"cxs_res_context_config","Resource Configuration"
"ts_c_8_8","Text Index for std_change_producer_version"
"cmdb_ci_raid_member","RAID Member"
"ast_warranty","Warranty"
"cmn_rota_escalation","Rotation Escalation"
"sys_analytics_logger","Analytics Loggers"
"cmdb_ci_qualifier","Qualifier"
"task_service_offering","Service Offerings"
"cmdb_ci_endpoint_rabbitmq","RabbitMQ Endpoint"
"syntax_editor_macro","Editor Macro"
"cmdb_ci_snapshot_template","Snapshot Template"
"sys_outbound_http_log0004","Outbound HTTP Log"
"discovery_queue","Discovery Queue"
"cmdb_ci_ip_network","IP Network"
"ua_upload_log_details","Usage Analytics Upload log details"
"cmdb_ci_storage_mapping","Storage Mapping"
"sla_repair_log","SLA Repair Log"
"sys_ui_message","Message"
"sys_sg_button","Function"
"cmdb_application_product_model","Application Model"
"cert_related_list_cond","Certification Related List Condition"
"cmdb_ci_appl_sap_jc","SAP JC Application"
"cmn_schedule","Schedule"
"alm_stockroom_type","Stockroom Type"
"ts_c_6_9","Text Index for live_message"
"ts_c_12_6","Text Index for kb_knowledge_base"
"cmdb_ci_appl_wmb","WMB Flow"
"sys_ux_content_placeholder_elem","UX Content Placeholder"
"sys_ux_macroponent","UX Macroponent Definition"
"sys_report","Report"
"sys_atf_step","Test Step"
"cmdb_ci_net_app_host","Network Appliance Hostname"
"imp_notification","Notification"
"sys_history_line0000","History"
"kb_knowledge_base","Knowledge Base"
"sys_phone_territory","Sys Phone Territory"
"ts_c_5_3","Text Index for cmn_location"
"cmdb_inst_application","CMDB Integration Studio Application"
"ts_c_11_6","Text Index for task"
"syslog","Log Entry"
"sys_sg_form_screen","Form Screen"
"cmdb_ci_dc_plant_battery_pwr","Direct Current Plant Battery Bank"
"ts_search_summary","Text Search Summaries"
"pa_diagnostic_log0001","Diagnostic Log"
"syslog_app_scope0000","App Log Entry"
"syslog_email0000","Email Log Entry"
"sp_portal","Service Portal"
"cmdb_ci_endpoint_oracle_tns","Oracle App TNS Service EP"
"cmdb_kvm_device","KVM Virtual Device"
"cmdb_ci_vm_template","Virtual Machine Template"
"qb_saved_query","Saved Queries"
"cmdb_print_queue_instance","Printer Instance"
"dl_definition_rel_set","Setter Field Definitions"
"sys_openapi_operation","OpenAPI  Operation"
"sys_rest_message_fn_param_defs","HTTP Query Parameters"
"m2m_bu_s_goals","M2m Business Uni Goals"
"ecc_event0002","Event"
"ts_c_3_2","Text Index for kb_feedback"
"pa_job_log_rows","Job Log Row"
"sys_document_viewer_audit_trail","Document Audit Trail"
"svc_extension","Deployment Extension Container"
"plan_mysql","MySQL Explan Plan Step"
"ua_app_family","Product Family"
"sys_sg_applet_launcher","Applet Launcher"
"cmdb_ci_endpoint_jms_queue","JMS Queue"
"ts_c_20_2","Text Index for core_company"
"cmdb_ci_endpoint_comp_security","Compute Security Endpoint"
"discovery_log0007","Discovery Log"
"cmdb_ci_nic","Cloud Mgmt Network Interface"
"statemgmt_compat_actions","Compatible CI Actions"
"cmdb_ci_endpoint_ob_cluster","Outbound Cluster Endpoint"
"cmdb_os_user","OS User"
"live_poll_option","Live Poll Options"
"cmdb_ci_cloud_topic","Cloud Topic"
"sc_cat_item_user_mtom","Available for Users"
"svc_model_obj_impact","Service Model Impact"
"sys_cal_unit","Day of the Week"
"sys_attachment_doc_v2","Attachment Document V2"
"sys_schema_attribute_m2m","Dictionary Attribute"
"cmdb_ci_lb_bigip","F5 BIG-IP"
"sys_sg_mock_json_response","SG JSON response"
"sc_ic_question_type_choice","Question Type Choice"
"alm_entitlement_asset","Device Entitlement"
"cmdb_subscriber","Subscribers"
"ci_identifier","CI Identifier"
"cmdb_ci_tower_tower_eq","Tower"
"cmdb_rel_filter","CI Relation Filter"
"sc_cat_item_guide","Order guide"
"pa_m2m_targets_users","Target User"
"cmdb_discovery","CMDB Discovery"
"sys_schema_change","Table Change"
"sys_email_canned_message","Quick Message"
"ts_v4_13_6","Text Index for kb_social_qa_question"
"cmdb_ci_appl_rabbitmq_queue","RabbitMQ Queue"
"ts_phrase","Ts Phrase"
"ts_v4_18_6","Text Index for kb_knowledge"
"cmn_map_marker_icon","Map Marker Icon"
"service_task","Service Task"
"cmdb_ci_infra_service","Infrastructure Service"
"task_group","Groups affected"
"cmdb_ci_endpoint_app","App Icon Inc"
"cmdb_ci_endpoint_oracle_esb","Oracle ESB Connection Endpoint"
"ip_address_subnet_dscy_status_m2m","List of subnets associated with a discovery status"
"clone_table","Database Table Clone"
"clm_condition_check","Condition Checks"
"cmdb_ci_app_server_jrun_war","Jrun WAR"
"cmdb_ci_qualifier_manual_ci_endpoint","Manual CI Endpoint Qualifier"
"business_unit_strategy","Business Unit Strategy"
"sys_email_filter_action","Filter Action"
"sys_backout_problem","Backout Problem"
"sys_sync_history_review","Review"
"pwd_map_proc_to_cred_store","Password Reset Process Credential Store"
"sc_request_watcher","Interested Parties"
"ts_c_3_3","Text Index for kb_feedback"
"plan_oracle","Oracle Explan Plan Step"
"sys_audit_relation","Audit Relationship Change"
"sys_sg_media_section","Media Section"
"sys_grid_canvas","Grid Canvas"
"cmdb_hardware_model_lifecycle","Hardware Model Lifecycle"
"sys_transformer_rule_node","Transformer Rule Node"
"asset_property","Asset Properties"
"syslog_app_scope0006","App Log Entry"
"cmdb_ci_san_zone_alias_member","SAN Zone Alias Member"
"cmdb_lb_vlan_interface","Load Balancer VLAN Interface"
"cmdb_ci_endpoint_glassfish_war","GlassFish WAR Inc"
"sc_category_group_mtom","Available for Groups"
"ts_c_4_0","Text Index for appsec_domain_listing"
"sys_guided_tour_analytics","Guided Tour Analytics"
"sys_ux_lib_content_picker_slot","UX Content Picker Slot"
"ts_v4_21_0","Text Index for sc_cat_item"
"cmdb_ci_endpoint_ad_forest","Active Directory Forest Endpoint"
"ts_c_23_4","Text Index for sqanda_question"
"cmdb_ci_ibm_zos_server","IBM zOS server"
"cmdb_ci_cloud_webserver","Cloud WebServer"
"cmdb_ci_email_server","Email Server"
"license_dashboard","License Dashboard"
"cmdb_ci_endpoint_ssas_mssql","SSAS for MSSQL Endpoint"
"sys_notification","Notification"
"vtb_card","Visual Task Board Card"
"sys_frequency","Frequency"
"sc_cat_item_dt_mtom","Plan Sequencing"
"cmdb_ci_endpoint_jrun","Jrun WAR Inc"
"ts_c_11_8","Text Index for task"
"sys_listener_detail","Sys Listener Detail"
"cmdb_ci_csu_dsu_network","CSU/DSU"
"ts_v4_18_8","Text Index for kb_knowledge"
"sys_report_summary_line","Report Summary Line"
"cmn_map_marker","Map Page Marker"
"change_request_imac","IMAC"
"sys_variable_value","Value"
"sys_export_set_log0001","Export Log"
"pwd_extension_type","Password Reset Extension Type"
"sys_pdf_generation_status","PDF Generation Status"
"cxs_rp_config","Record Producer Configuration"
"clone_profile_exclusions","Clone Profile Exclusions"
"ua_sp_known_bot","UA Known Bot"
"pa_diagnostic_execution","Diagnostic Execution"
"ts_c_19_4","Text Index for sys_user_group"
"cmdb_ci_endpoint_jms_flow","JMS Flow Endpoint"
"m2m_analytics_event_logger","Analytics Events and Loggers Relations"
"sys_auth_profile_oauth2","OAuth2 Configuration"
"cmdb_depreciation","Depreciation"
"ecc_event0006","Event"
"cmdb_tcp_half","TCP Half-connection"
"cmdb_ci_appl_ibm_ctg","IBM CTG"
"cmn_schedule_maintenance","Maintenance Schedule"
"cmdb_ci_cloud_database","Cloud DataBase"
"sys_nav_link","Navigation Link"
"ua_ih_usage","IntegrationHub usage"
"sys_ui_related_list","Related List"
"sys_ui_element_required","Required Form Field"
"cmdb_m2m_downgrade_model","Software Upgrade and Downgrades"
"cmdb_model_category","Model Category"
"sys_ux_children","UX Children Definition"
"cmdb_group","CMDB Group"
"ts_c_22_5","Text Index for kb_social_qa_comment"
"cmdb_ci_appl_sap_scs","SAP SCS Application"
"sys_push_notif_msg_content","Push Notification Message Content"
"cmdb_ci_netapp_cdot","Netapp CDOT"
"cmdb_datasource_precedence","Data Source Precedence"
"cmdb_ci_db_syb_catalog","Sybase Catalog"
"sla_breakdown_core","SLA Breakdown Core"
"sys_attachment_doc","Attachment Document"
"sys_update","Sys Update"
"sys_json_chunk","JSON chunk"
"sys_sg_function","Data Item Function"
"incident_task","Incident Task"
"incident","Incident"
"sc_ic_question_class","Question Class"
"wf_activity_variable","Activity Variables"
"sys_hub_action_input_action_instance","Action Input Action Instance"
"cmdb_ci_db_mysql_clustermgnode","MySQLClusterMGMNode"
"asmt_m2m_category_assessment","Category Assessable Records"
"license_ih_spoke_action","Integration Hub Spoke Action"
"cmdb_ci_modem_network","Modem Hardware"
"sys_report_page_hdrftr","PDF Page Header Footer Template"
"m2m_kb_task","Knowledge Applied to Tasks"
"kb_keyword","Knowledge keyword"
"ts_c_8_1","Text Index for std_change_producer_version"
"sys_repo_tag","Source Control Tag"
"sys_email_log","Email Log"
"sla","Agreement"
"ts_c_16_4","Text Index for sys_metadata"
"cmn_map_filter_data_mapping","Map Filter Data Mapping"
"custmodified_ccsi","Customer modified or created CCSI"
"m2m_sp_dependency_js_include","Dependency JS Includes"
"sys_ws_definition","Scripted REST API"
"sys_user_license_audit_log","User Subscription Audit Log"
"sys_ui_mobile_home_page_collection_m2m_home_page","Collection Home Page"
"http_connection","HTTP(s) Connection"
"cmdb_ci_endpoint_fromcluster_t","FromCluster_to_RabbitMQ Endpoint"
"cxs_context_config","Search Context"
"v_cxs_search_resource","Available Search Resource"
"chg_policy_approval","Change Approval Policy"
"ast_license_adobe","Adobe Software License"
"pa_diagnostic_result","Diagnostic Result"
"sys_on_call_contact_source","On-Call Contact Source"
"sys_notification_execution_log0000","Sys Notification Execution Log"
"cmdb_ci_config_file","Configuration file"
"sys_amb_message","AMB Message"
"release_cis","CIs Affected"
"pwd_reset_activity","Password Reset Activity Log"
"dscy_route_next_hop","Next Hop Routing Rule"
"automation_pipeline_transformer","Transformer"
"cmdb_ci_application_software","Application Software"
"cmn_schedule_condition","Condition Schedule"
"ts_c_1_0","Text Index for cmdb_ci_outage"
"pa_target_values","Target value"
"pa_dashboards_group","Dashboard Group"
"sys_fkey","Foreign Key"
"sys_padlock","Padlock"
"relation_health_result","CMDB Relationship Health Results"
"sys_ui_related_list_entry","Related List Entry"
"sys_sg_notifications_tab","Notifications Tab"
"cmdb_datasource_last_update","Data Source History"
"sys_ux_page_registry","UX Page Registry"
"sys_data_policy2","Data Policy"
"cmdb_ci_exchange_service_component","Exchange Service Component"
"cmdb_group_contains_ci","CMDB Group Contains Configuration Item"
"cmdb_group_contains_qb_query","CMDB Group Contains Saved Query"
"cmdb_group_type","CMDB Group Type"
"sys_atf_test_result_item","Test Result Item"
"cmdb_ci_appl_itam","ITAM Asset Center"
"m2m_sp_theme_css_include","Stylesheets"
"sys_push_notif_msg","Push Notification Message"
"sys_certificate","X.509 Certificate"
"cmdb_duplicate_ci_remediation","Duplicate CI Remediation"
"ar_sys_email","Archive Email"
"sc_category_group_no_mtom","Not Available for Groups"
"sc_2_kb","Related Articles"
"pa_widgets","Widgets"
"cmdb_ci_lb_ace","ACE"
"ts_c_12_8","Text Index for kb_knowledge_base"
"sys_hub_action_plan","Action Plan"
"interaction_related_record","Interaction Related Record"
"sla_repair_log_entry0003","SLA Repair Log Entry"
"sys_hub_flow_input","Flow Inputs"
"cmdb_ci_vcenter_dvs","VMware Distributed Virtual Switch"
"sys_phone_validate","Phone validation"
"cmdb_ci_network_policy_group","Network Policy Group"
"ts_c_8_0","Text Index for std_change_producer_version"
"sa_baselines","BaseLines"
"ts_v4_14_4","Text Index for sys_user"
"sys_rte_definition","Robust Transform Definition"
"sys_rte_eb_replace_operation","Robust Transform Engine Entity Replace Operation"
"v_rotation","Rotation Schedule"
"sys_report_summary","Summary Set"
"cmdb_ci_websphere_cell","Websphere Cell"
"sys_hub_pill_compound","Pill Compound"
"cmdb_ci_apache_web_server","Apache Web Server"
"license_ih_spoke_caller_scope","Authorized Integration Hub caller scope"
"sys_choice","Choice"
"sys_geocoding_request","Geocoding Request"
"trigger_rule","Trigger Rule"
"ts_c_19_5","Text Index for sys_user_group"
"sys_export_set_log","Export Log"
"v_mysql_proclist","v_mysql_proclist"
"sys_sync_exclude","Exclusion Policy"
"automation_pipeline_command_unix","Pipeline Command: Unix"
"db_audio","Audio"
"cmdb_ci_storage_export","Storage Export"
"svc_model_assoc_ci","Service Configuration Item Association"
"sys_relation","Sys Relation"
"cmdb_model_unit_conversion","Unit Conversion"
"cmdb_sw_license_calculation","Software License Calculation"
"sla_repair_log_message0004","SLA Repair Log Message"
"ts_c_20_5","Text Index for core_company"
"sys_ui_policy","UI Policy"
"syslog_cancellation0000","Transaction Cancellation Log Entry"
"remediation_rule","CMDB Remediation Rule"
"ts_c_1_8","Text Index for cmdb_ci_outage"
"dscy_net_wire","Wire"
"ts_c_10_9","Text Index for kb_social_qa_answer"
"sn_publications_recipientslist_user_m2m","Recipients"
"sys_guided_tour_analytics_event","Guided Tour Analytics Events"
"ts_c_15_4","Text Index for sqanda_answer"
"ts_c_15_6","Text Index for sqanda_answer"
"pa_chart_color_schemes","Chart color scheme"
"wf_workflow_instance","Workflow Instance"
"ua_exempted_table_inventory","Exempted Table Inventory"
"ecc_agent_ext_context_trap","SNMP Trap Collector Context"
"cab_agenda_item","Cab Agenda Item"
"sys_notification_workspace_content","Notification Workspace Content"
"csm_table_map","Csm Table Map"
"sys_domain","Domain"
"sn_publications_publication","Publication"
"ts_c_5_6","Text Index for cmn_location"
"sm_flapper_strategy_data","Sm Flapper Strategy Data"
"ts_v4_13_9","Text Index for kb_social_qa_question"
"sys_progress_worker","Progress Worker"
"sys_rte_transformer_definition","RTE Transformer Service Definition"
"cmdb_ci_db_mssql_analysis","SQL Server Analysis Services"
"cmdb_health_scorecard_threshold","CMDB Health Scorecard Threshold"
"cmdb_ci_cloud_appserver","Cloud App Server"
"cmdb_ci_appl_cisco_fibre","Cisco Fibre InterConnect"
"change_task","Change Task"
"cmdb_ci_endpoint_inclusion","Inclusion Endpoint"
"wf_workflow_version","Workflow Version"
"sys_hub_action_output","Action Outputs"
"cmdb_ci_appl_doc_brava_server","Documentum Brava License Server"
"cmdb_health_config","CMDB Health Configuration"
"cmdb_ci_appl_ora_queue","Advanced Queue Queue"
"license_cust_table_allotment","Custom Table Allotment"
"privileged_command","Privileged Command"
"clone_cleanup_script","Clone Cleanup Script"
"pa_migration_ignored_scores","Ignored Old Score"
"pa_scores_migration_groups","Score Migration Groups"
"pa_migration_status","Pa Migration Status"
"sys_flow_report_doc","Flow engine report doc"
"sys_analytics_event","Analytics Events"
"sys_export_set_log0004","Export Log"
"ecc_event0004","Event"
"sys_locale","Locale"
"cmdb_ci_docker_image_tag","Docker Image Tag"
"ip_address_collection","IP collection"
"ip_address_subnet","Subnet"
"cmdb_ci_switch","Switch"
"sys_installation_exit","Installation Exit"
"sys_m2m","Many to Many Definition"
"sys_ui_list","List"
"cmdb_baseline_entry","CMDB Baseline Entry"
"ecc_agent_property","MID Server Property"
"cmdb_ci_endpoint_ems","EMS Endpoint"
"expert_ui_policy_action","Wizard UI Policy Action"
"pa_m2m_dashboard_tabs","Dashboard Tab"
"sys_update_set","Update Set"
"ts_c_17_7","Text Index for sqanda_comment"
"ts_v4_21_2","Text Index for sc_cat_item"
"sc_ic_task_defn","Task Definition"
"cmdb_ci_endpoint_smtp","SMTP Endpoint"
"sys_atf_whitelist","Whitelisted Client Error"
"sp_metatag_variable","Content variable"
"cmdb_ci_computer_room","Computer Room"
"asmt_nps_result","Assessment Net Promoter Score"
"sys_whitelist_member","Permitted Constructor, Field, or Method"
"sys_portal_page","Portal Page"
"ecc_agent_upgrade_history","MID Server Upgrade History"
"sys_restricted_caller_access","Restricted Caller Access Privilege"
"cmdb_ci_endpoint_postgresql","PostgreSQL DB Endpoint"
"message_auth","Message Auth"
"notification_route","Notification Route"
"kb_use","Knowledge Use"
"sn_publications_workflow_config","Workflow Config"
"pa_managed_sources_indicators","Managed Source Indicators"
"cmdb_ci_compute_security_group","Compute Security Group"
"sys_user","User"
"sys_perspective","Menu List"
"cmdb_volume_security_style","Volume Security Style"
"cmdb_ci_db_hbase_instance","HBase Instance"
"report_executions","Report Executions"
"sc_ic_aprvl_defn","Approval Definition"
"sys_flow_plan_context_binding","Plan Context Binding"
"sys_hub_step_ext_input","Extended Step Input Variable"
"cmdb_ci_kvm_object","KVM Object"
"cmdb_ci_endpoint_itam","ITAM Asset Center Endpoint"
"syslog_transaction0001","Transaction Log Entry"
"cmdb_ci_app_server_ora_ias_m","Oracle iAS Web module"
"sys_script_fix","Fix Script"
"sys_cache_build_pattern","Slow Cache Build"
"sys_api_stats","API Transactions Stats"
"command_has_transformer","Automation Pipeline Command Transformer"
"subnet_discovery_queue","Subnet Discovery Queue"
"sc_category_top_n","Dynamic category"
"cmdb_ci_endpoint_jms_server","JMS Server Endpoint"
"service_offering","Service Offering"
"sys_rte_eb_glide_lookup_operation","Robust Transform Engine Glide Lookup Operation"
"cmdb_ci_appl_cisco_call_man","Cisco CallManager"
"ast_license_base","Software License"
"on_call_group_preference","On-Call Group Preference"
"pa_job_log_rows0002","Job Log Row"
"cmdb_ci_endpoint_jboss","Jboss Module Inclusion"
"cmdb_ci_port_group","Port Group"
"cmdb_ci_nginx_web_server","Nginx Web Server"
"cmdb_ci_endpoint_msmq","MSMQ Flow Endpoint"
"sys_highlighted_value_condition","Highlighted Value Condition"
"svc_recomputation_log0003","Service Recomputation Performance Log"
"cmdb_ci_endpoint_router","Router Endpoint"
"map_filters","CI Filters"
"sys_outbound_http_log0000","Outbound HTTP Log"
"cmdb_ci_endpoint_tcp","TCP Endpoint"
"kb_social_qa_subscribe","Social Q&A Subscribe"
"sc_cart","Shopping Cart"
"ua_sp_bot_session","Service Portal Bot Session"
"cmdb_ci_endpoint_nntp","NNTP Endpoint"
"sys_search_source","Search Source"
"sys_pattern_adapter_rule","Pattern Adapter Rule"
"cmdb_ci_solaris_server","Solaris Server"
"release_task","Feature Task"
"release_project","Release"
"fx_currency_instance","Currency Instance"
"fx_rate","Exchange Rate"
"ldap_server_config","LDAP Server"
"automation_pipeline_transformer_subnet","Subnet Transformer"
"sys_package_dependency_m2m","Package dependency"
"ts_c_1_1","Text Index for cmdb_ci_outage"
"sc_catalog_page_renderer","Homepage Catalog Renderer"
"ts_c_3_9","Text Index for kb_feedback"
"ts_c_10_2","Text Index for kb_social_qa_answer"
"ts_c_12_1","Text Index for kb_knowledge_base"
"cmdb_ci_veritas_volume","Veritas Volume"
"cmdb_ci_ids_network","Intrusion Detection System"
"cmdb_ci_endpoint_ldap","LDAP Endpoint"
"asmt_m2m_stakeholder","Assessment Stakeholders"
"cmdb_ci_app_server_ora_ias","Oracle iAS"
"jrobin_graph_line","Graph Line"
"cmdb_ci_service_discovered","Application Service"
"sys_sg_redirect_dest_field","Redirection destination fields"
"cmdb_ci_translation_rule","Translation Rule"
"ts_v4_13_doc","Document Meta for ts_v4_13_"
"sys_user_preference","User Preference"
"wf_transition_history","Workflow Transition History"
"sp_search_group","Search Group"
"cmdb_ci_endpoint_extnetwork","External Network Endpoint"
"sys_scoped_admin_acl_inheritance","Application Administration ACL Inheritance"
"cmdb_ci_ip_device","IP Device"
"ecc_agent_memory_metric","ECC Agent Memory Metric"
"sn_bm_common_optout_feedback_options","Opt Out Feedback Option"
"jms_credentials","Jms Credentials"
"automation_pipeline_filter_key_value","Pipeline Filter: Key/Value"
"role_has_license","Role for Subscription"
"sc_layout_ui_macro_nd_mtom","Non-Doctype Widget/View Macros"
"io_set_item","Catalog Variable Set"
"syslog_client_trans_det0005","Client Transaction Detailed Log Entry"
"sys_rte_eb_definition","Robust Transform Engine Entity Based Definition"
"roster_schedule_span_proposal","Roster schedule entry proposal"
"v_on_call_report_cache","On-call Report"
"discovery_log0000","Discovery Log"
"cmdb_ci_fc_disk","Fibre Channel Disk"
"wf_context","Workflow context"
"sys_hub_flow_logic_definition","Logic Definition"
"cmdb_ci_alias","Alias"
"cmdb_ci_cloud_monitor_notification","Cloud Monitor Notification"
"cmdb_ci_endpoint_storefront_components","StoreFront Components Endpoint"
"map_view_rel_type","Map View Relationship Types"
"map_cell","Map Cell"
"sys_ui_mobile_theme","Mobile Theme"
"ecc_agent_ip_range_m2m","MID Server IP Range"
"vmware_vcenter_folder_type_m2m","vCenter Folder Type"
"cmdb_ci_lif","LIF"
"clone_preserved_data","Preserved Data"
"cmdb_ci_endpoint_ems_queue","EMS Queue EP"
"sys_notification_execution_log0003","Sys Notification Execution Log"
"sys_export_target","Export Target"
"v_plugin","System Plugin"
"import_log0005","Import Log"
"sys_rw_trace","Record Watcher Debug Traces"
"cmdb_ci_endpoint_mq_queue","MQ Queue"
"cmdb_ci_endpoint_manual","Manual Endpoint"
"svc_security_cfg_layer","Security Membership For Service Layer"
"sys_mobile_analytics_settings","Mobile Analytics Settings"
"sys_embedded_help_content","Embedded Help"
"cmdb_ci_cluster_vm_host_rule","Cluster VM Host Rule Info"
"sysauto_template","Scheduled Entity Generation"
"asmt_template_definition","Assessment Template Definition"
"snmpv3_credentials","Snmpv3 Credentials"
"expert_panel_t_fields","Field Setter"
"sc_task","Catalog Task"
"sc_ordered_item_link","Ordered Item Link"
"ts_c_7_1","Text Index for sla"
